id;title;slug;text;catid;created
5103;Smoking and air pollution combined account for the loss of 285 million disability-adjusted life-years;smoking-and-air-pollution-combined-account-for-285-million-disability-adjusted-life-years;"<p><img src=""images/stories/pollution_smoking.jpg"" width=""330"" height=""102"" alt=""pollution smoking"" style=""margin: 5px; float: right;"" /></p>
<p><span style=""font-size: 12.16px; line-height: 1.3em;"">Smoking and air pollution cause the loss of 10% of disability-adjusted life-years in the world, according to an analysis of risk factors and health behaviours in 188 countries between 1990 and 2003.</span></p>
<p>The Global Burden of Disease collaboration has conducted one of the largest-ever studies on risk factors. In its first annual update, published in The Lancet, the study has estimated the attributable deaths, years of life lost, years lived with disability, and disability-adjusted life-years for 79 risks or clusters of risks.</p>
<p>The study found that air pollution was responsible for 141.5 million disability-adjusted life-years and 5.5 million deaths for 2013. Tobacco smoke killed 6.1 million people and caused 143.5 million disability-adjusted life-years. The other most deadly factors were dietary risks, high systolic blood pressure, child and maternal malnutrition and a high BMI.<span style=""font-size: 12.16px; line-height: 1.3em;"">&nbsp;</span></p>
<p><span style=""font-size: 12.16px; line-height: 1.3em;"">The aim of this study has been to quantify harm; however, the study authors do note that the prominence of behavioural risk factors should prompt better research on interventions for these areas. The complexity of such risk factors means that they cannot be investigated as randomised trials or under controlled conditions. Getting real-life evidence and using it to inform health policy is an important topic to ERS. Find out more about this in our recent </span><a href=""http://www.ersvision.org/videos/real-life-evidence"" target=""_blank"" style=""font-size: 12.16px; line-height: 1.3em;"">ERS Vision</a><span style=""font-size: 12.16px; line-height: 1.3em;"">.</span></p>
<p>&nbsp;</p>
<p><a href=""http://www.lancet.com/journals/lancet/article/PIIS0140-6736(15)00128-2/abstract"" target=""_blank"">Read The Lancet article</a></p>
<p>Help your patients stop smoking, register for our <a href=""http://www.erscongress.org/programme-2015/educational-programme/educational-skills-workshop.html"" target=""_blank"">Educational Skills Workshop</a> at Congress: <a href=""http://k4.ersnet.org/prod/v2/Front/Program/Session?e=5&amp;session=3022."" target=""_blank"">Motivational interviewing for smoking cessation in COPD smokers</a><br />Help reduce two of the biggest risks facing us in the future with our Congress <a href=""http://www.erscongress.org/programme-2015/educational-programme/postgraduate-courses.html"" target=""_blank"">Postgraduate Courses</a>: <a href=""http://k4.ersnet.org/prod/v2/Front/Program/Session?e=5&amp;session=3036"" target=""_blank"">Emerging infectious diseases and pandemic planning</a> and <a href=""http://k4.ersnet.org/prod/v2/Front/Program/Session?e=5&amp;session=3034"" target=""_blank"">Antibiotic stewardship for respiratory infections</a>.</p>";50;15.09.2015 11:00
5123;Lung cancer risk associated with the EBUS-TBFNA diagnostic categories;lung-cancer-risk-associated-with-the-ebus-tbfna-diagnostic-categories;"<p>A new study has found that the scoring system used for a lung cancer diagnostic procedure provides a good indication of the risk of malignancy for patients.</p>
<p>Endobronchial ultrasound-guided transbronchial fine-needle aspiration (EBUS-TBFNA) is a minimally invasive diagnostic procedure for lung cancer that yields proven results. EBUS requires no incision and provides real-time, higher-quality imaging. The test categorises patients as benign, non-diagnostic, atypical, suspicious for malignancy or malignant.</p>
<p>To establish an association between these categories and the risk of malignancy for patients, a research team from the University of Missouri conducted a review of all records from the University of Utah of EBUS-TBFNAs of mediastinal and pulmonary hilar lymph nodes with surgical follow up.</p>
<p>136 patients who received a diagnosis following the EBUS-TBFNA procedure were evaluated. The team calculated the number of cases proven to be malignant after these patients had an open surgical procedure to confirm the whether the tissue was cancerous or benign.</p>
<p>Suspicious and malignant specimens had similar malignancy risks of 83% and 84%. Non-diagnostic and atypical specimens also had similar ratings of 42% and 40%. Overall, the test was found to have 68% accuracy in negative diagnosis and 84% accuracy in positive diagnoses. The scoring system could help professionals to better judge the risks associated with the information yielded from these procedures.</p>
<ul>
<li><a href=""http://www.sciencedirect.com/science/article/pii/S2213294515001350"">Read the study</a></li>
<li><a href=""education/courses/item/4621-ebus-training-programme.html"">ERS has launched the first training programme in endobronchial ultrasound</a> providing the opportunity for participants to gain in-depth knowledge of this technique. Register for the EBUS training programme</li>
</ul>
<p>&nbsp;</p>";50;21.10.2015 13:13
5124;New data support stepping down asthma medication where patients have good control;new-data-support-stepping-down-asthma-medication-where-patients-have-good-control;"<p><img src=""images/stories/shutterstock_173816600_asthma_inhaler_-_web.jpg"" width=""281"" height=""187"" alt=""woman with asthma inhaler"" style=""margin: 5px; float: right;"" />Stepping down asthma medications in those whose symptoms were controlled led to similar clinical outcomes at reduced cost compared with those who maintained their current treatment level.</p>
<p>A new study has found that certain patients can, with clinical guidance, reduce their medication intake and preserve their asthma control at a reduced cost compared with those who maintain their current treatment level.</p>
<p>The study, published in the <em>Journal of Allergy and Clinical Immunolog</em>y, used data from the US Medical Expenditure Panel Survey and is the first to assess cost savings associated with reducing asthma medication for patients with persistent asthma. Patients included in the study had completed the survey for two years. Data on asthma-related hospitalisations, systemic corticosteroid usage and rescue inhaler dispensing were used to identify those eligible for stepping down asthma controller medications.</p>
<p>Complete asthma control at the end of the two-year period was defined as no asthma hospitalisations or emergency department visits, no dispensed systemic corticosteroids and two or fewer dispensed rescue inhalers.</p>
<p>The team found that 89.4% of the eligible patients who stepped down their medication levels maintained their asthma control and 83.5% of the patients who were eligible for step down but did not reduce their medication level, maintained their asthma control. Compared with those maintaining their treatment level, the average monthly asthma-related cost saving was $34.02.</p>
<p>The GINA ‘Global strategy for asthma management and prevention’ recommends that clinicians “consider step down once good asthma control has been achieved and maintained for about 3 months, to find the patient’s lowest treatment that controls both symptoms and exacerbations”. This study suggests that this step down is associated with asthma-related cost savings even when treatment aspects such as hospitalisation and emergency care are considered.</p>
<ul>
<li><a target=""_blank"" href=""http://www.ers-education.org/guidelines.aspx"">Access the GINA guidelines on our E-learning site</a></li>
<li><a target=""_blank"" href=""http://www.jacionline.org/article/S0091-6749(15)01260-9/fulltext"">Read the full paper</a></li>
</ul>
<p>&nbsp;</p>";50;27.10.2015 16:12
5137;Broadening allocation areas could double paediatric lung transplant rate;broadening-allocation-areas-could-double-paediatric-lung-transplant-rate;"<p><img src=""images/stories/boys_in_bed_hospitals.jpg"" width=""363"" height=""241"" alt=""two boys in hospital beds"" style=""margin: 10px; float: right;"" />Sharing paediatric donor lungs across a broader geographic area could result in twice as many transplants across the USA, according to a new study.</p>
<p>The findings, published in the <em>American Journal of Transplantation</em>, were the result of tests of four new paediatric lung allocation systems being trialled for the US Organ Procurement and Transplantation Network.</p>
<p>Two of the models tested resulted in a significant increase in paediatric transplants. Currently, donor lungs are first offered to candidates near the donor hospital; if no local candidates are identified, the donor lungs are offered beyond the local region in 500&nbsp;mile (800&nbsp;km) radius increments.</p>
<p>One system doubled adolescent (12 to 17 years) transplants by first offering adolescent lungs within a 1,000 mile (1,600 km) radius and, if no match is found, offering them to child candidates (under age 12). The other successful model worked in the same way but prioritised child transplants before offering to adolescents.</p>
<p>Lead author Dr Valapour said: ""Children are dying while waiting for an organ. Geography should be one less barrier to paediatric patients receiving a potentially life-saving transplant"".</p>
<p>Adult transplant rates, waiting-list mortality and 1-year post-transplant mortality were not adversely affected in either model.</p>
<ul class=""ul_arrow"">
<li>Read the study in the <em><a href=""http://onlinelibrary.wiley.com/doi/10.1111/ajt.13507/abstract"">American Journal of Transplantation</a></em></li>
<li><a target=""_blank"" href=""education/courses/item/4974-lung-transplantation.html"">ERS is running a course on lung transplantation covering referral, selection, shortage, and more in Turkey, February 2016. An early-bird discount is available until 9 November, 2015</a></li>
</ul>
<p>&nbsp;</p>";50;04.11.2015 16:44
5140;World Pneumonia Day: 12 November, 2015;world-pneumonia-day-12-november-2015;"<h3><img src=""images/stories/FIRS-logos-complete_copy.jpg"" width=""150"" height=""61"" alt=""FIRS-logos-complete copy"" style=""margin: 10px; float: left;"" />Forum of International Respiratory Societies (FIRS) highlights the need to prevent pneumonia and strengthen management strategies globally as part of the “Decade of the Lung” initiative.</h3>
<p>Cape Town, Glenview, Lausanne, Montevideo, New York, Paris, Tokyo, November 12, 2015. The Decade of the Lung initiative, recently launched by FIRS, serves to highlight the importance of respiratory diseases globally. &nbsp;Amongst these, pneumonia is one of the five major respiratory diseases worldwide, responsible for substantial illness in children and adults. <strong>Pneumonia is the main cause of death in children under 5 years, of hospitalisation and of health care utilisation</strong>. Almost 1 million children still die annually from pneumonia, but most deaths are preventable. Most pneumonia and deaths occur in low and middle income countries (LMICs) and in children under 2 years old. More than half of all deaths occur outside a health facility, indicating that limited access to care remains a challenge. Pneumonia can also lead to a decline in general health and to chronic respiratory disease.</p>
<p>
<p><strong>Pneumonia is a preventable and treatable illness.</strong> The availability of new conjugate vaccines against H influenzae b (HiB) and pneumococcus (PCV) has been a great advance in reducing the global pneumonia burden in children. High coverage of PCV in children can also substantially reduce pneumonia incidence and deaths in adults, due to herd protection. However there are several LMICs where PCV has still not been introduced into the childhood immunisation schedule. Vaccines against whooping cough (pertussis), measles and diphtheria, given in the childhood immunisation schedule, are also essential to reduce the pneumonia burden. Other effective preventative strategies include optimising nutrition, promoting breastfeeding, reducing exposure to indoor air pollution or tobacco smoke, preventing HIV infection, good prenatal care and reducing poverty with access to safe water and better living conditions.</p>
<p>Effective treatment includes use of antibiotics, oxygen and referral to hospital when needed. Case management of childhood pneumonia as contained in the World Health Organisation Integrated Management of Childhood Illness (IMCI) program is highly effective and can reduce mortality substantially. However, only 60% of children with pneumonia receive care at a health facility globally.</p>
<p>Prof Heather Zar, President of the Pan African Thoracic Society said “We have the tools to prevent and treat childhood pneumonia. But globally there is still lack of access to these for many children. Strengthening preventative and management strategies is a key health priority”.</p>
<p><strong>FIRS calls on governments, health care programs, clinicians, public health specialists and non-governments organisations to strengthen preventative and management strategies for pneumonia globally by:</strong></p>
<p>
<ul>
<li>Strengthening health systems to improve pneumonia case management and enable better access to effective vaccines especially PCV and treatment, particularly oxygen and antibiotics</li>
<li>Optimising childhood nutrition by promoting exclusive breastfeeding until 6 months of age and complementary nutritious foods thereafter</li>
<li>Promoting initiatives to reduce tobacco smoking and indoor air pollution</li>
<li>Improving access to safe drinking water and sanitation</li>
<li>Reducing HIV-associated pneumonia through strengthening of prevention of mother to child programs and early use of antiretroviral therapy</li>
<li>Increasing funding for research in pneumonia</li>
</ul>
<p>
<p><strong>About the Forum of International Respiratory Societies (FIRS)</strong> <br />The Forum of International Respiratory Societies (FIRS) is an organization comprised of the world’s leading international respiratory societies working together to improve lung health globally: American Thoracic Society (ATS), American College of Chest Physicians (ACCP), Asociación Latinoamericana De Tórax (ALAT), Asia Pacific Society of Respirology (APSR), European Respiratory Society (ERS), International Union Against Tuberculosis and Lung Diseases (The Union) and the Pan African Thoracic Society (PATS). The goal of FIRS is to unify and enhance efforts to improve lung health through the combined work of its more than 70,000 members globally.</p>
</p>
</p>
</p>";50;09.11.2015 12:06
5142;WHO approves two alternative LPAs to detect TB and rifampicin resistance;who-approves-two-alternative-lpas-to-detect-tb-and-rifampicin-resistance;"<p><img style=""margin-left: 15px; margin-top: 15px; float: right;"" alt=""who-approved-assays"" src=""images/stories/who-approved-assays.jpg"" />WHO has approved the use of two alternative line probe assays (LPAs) which are rapid DNA based tests which simultaneously confirm the presence of tuberculosis (TB) and detect resistance to rifampicin and isoniazid.</p>
<p>Multidrug-resistant tuberculosis (MDR-TB) is resistant to rifampicin and isoniazid, which are two of the most effective first-line drugs for TB. Globally, an estimated 3.3% of new TB cases and 20% of previously treated cases have MDR-TB. However, currently less than 30% of MDR-TB patients are being diagnosed due to laboratory constraints. Conventional tests are slow and can be expensive to scale up. LPAs have to potential to provide quicker and cheaper results.</p>
<p>The WHO decision is based on a two-phase non-inferiority analysis comparing two newer LPAs to the Hain Version 1 assay, which was assessed and approved by WHO in 2008. The study was conducted by the not-for-profit foundation FIND, in two supra-national reference laboratories to allow direct head-to-head comparisons of each of the two new tests to Hain Version 1. The evidence suggests that the two new assays have a similar level of effectiveness as the Hain Version 1.</p>
<p>In phase 1, 400 strains were tested and results were compared to both phenotypic DST and a composite reference standard, combining phenotypic DST and targeted sequencing results. In phase 2, 644 sputum samples were tested and results were compared to phenotypic DST only. Non‑inferiority was demonstrated for the two new LPAs for all parameters of interest for both phases.</p>
<p><a href=""http://www.finddiagnostics.org/export/sites/default/programs/tb/documents/LPA-report_noninferiority-study_oct2015.pdf"">Read the FIND study</a></p>
<p>&nbsp;</p>";50;11.11.2015 08:45
5149;World COPD Day: 18 November, 2015;world-copd-day-on-november-18-2015;"<h3><img src=""images/stories/FIRS-logos-complete_copy.jpg"" width=""150"" height=""61"" alt=""FIRS-logos-complete copy"" style=""font-size: 12.16px; line-height: 15.808px; margin: 0px 10px 10px; float: right;"" />Forum of International Respiratory Societies (FIRS) asks governments to strengthen prevention and management strategies to reduce the burden of Chronic Obstructive Pulmonary Disease (COPD)</h3>
<p>&nbsp;</p>
<p><strong>Cape Town, Glenview, Lausanne, Montevideo, New York, Paris, Tokyo.&nbsp;</strong>World COPD Day is observed each year in November to highlight the burden of this chronic respiratory disease affecting more than 200 million people globally and causing about 3 million deaths annually. COPD is the sixth major cause of death and disability in low- and middle income countries and is projected to become the third cause of death by 2020. The economic burden is enormous, in the US alone total costs for COPD were estimated to be about 50 billion USD in 2010.</p>
<p>Risk factors for COPD other than tobacco smoking (active and passive) are increasingly recognized: they include among others occupational dusts and chemicals, indoor air pollution from cooking and heating with biomass in badly ventilated homes, outdoor air pollution and aging.</p>
<p>Patients with COPD have an increased risk for cardiovascular diseases, osteoporosis, respiratory infections, diabetes, anxiety and depression and lung cancer.</p>
<p>Diagnosis and adequate treatment of COPD are currently not available in many low and middle income countries. Spirometry is essential for a proper COPD diagnosis. Unfortunately this diagnostic tool is underutilized or not available in many health care settings. Patients should also have access to comprehensive treatment including smoking cessation programmes, medication for symptom relief and prevention of exacerbations, pulmonary rehabilitation and oxygen therapy as prescribed. It is critical that good quality medicines are available at affordable prices to all patients.</p>
<p>FIRS is dedicated to raise awareness among politicians, policy makers, clinicians, public health specialists, funding agencies and the general public. “COPD can be prevented and treated” said Prof Michiaki Mishima, President of FIRS, “but we need to strengthen prevention through an accelerated implementation of the WHO FCTC and MPOWER to reduce the use of tobacco in all countries and at the same time improve diagnosis and treatment strategies globally.”</p>
<p>Governments have pledged to support the 2030 Sustainable Development Agenda, recently launched at the UN General Assembly in New York. “Ensure healthy lives and promote well-being for all at all ages” is one of the several goals of this agenda. Improved COPD prevention and control will certainly contribute to this goal and therefore governments are encouraged to invest in these areas by allocating enough realistic budgets to improve the health care infrastructure and human resources for chronic respiratory diseases and in particular for COPD..</p>
<p>Within the framework of the Decade of the Lung (2016 – 2025), FIRS will contribute through a coordinated action to accelerate preventive and treatment strategies globally to benefit millions of patients and to reduce the burden of COPD.</p>
<p><br />The Forum of International Respiratory Societies (FIRS) is an organization comprised of the world’s leading international respiratory societies working together to improve lung health globally: American Thoracic Society (ATS), American College of Chest Physicians (CHEST), Asociación Latinoamericana De Tórax (ALAT), Asian Pacific Society of Respirology (APSR), European Respiratory Society (ERS), International Union Against Tuberculosis and Lung Disease (The Union) and the Pan African Thoracic Society (PATS). The goal of FIRS is to unify and enhance efforts to improve lung health through the combined work of its more than 70,000 members globally.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>";50;16.11.2015 00:00
5150;EU puts spotlight on ERS’s fellowships for future respiratory leaders ;eu-puts-spotlight-on-erss-fellowships-for-future-respiratory-leaders-;"<p><span style=""font-size: 12.16px; line-height: 1.3em;"">An ERS Fellowship programme aimed at nurturing future leaders of respiratory medicine was showcased this week (10 December, 2015) at the Marie Skłodowska-Curie Actions European Union Presidency Conference, 2015 in Luxembourg.</span></p>
<p>ERS Director of Research, Professor Maria Belvisi, presented the RESPIRE 2 Post-doctoral Research Fellowships Programme, which aims to boost scientific networks in the field of respiratory research, thanks to co-funding from the European Union's Seventh Framework Programme for research, technological development and demonstration, the EU’s main instrument for funding research in Europe.</p>
<p>During her talk, Professor Belvisi shared experiences of how ERS supports young scientists and the achievements and lessons learnt from the RESPIRE2 programme as well as its predecessor RESPIRE1.</p>
<p>Professor Maria Belvisi, said: “With the generous support of the EU, ERS has been able to support the most talented scientists in the respiratory field to develop their own specialty. The Fellowships are important as they increase mobility between centres of excellence and ensure that knowledge is shared across the continent. It was a privilege to be able to share our experiences at this conference and we hope it will help other societies and organisations foster excellence in researchers’ training, mobility and career development”</p>
<p>Following its 3rd and final call this summer, all <a href=""ers-funding/fellowships/post-doc/eu-co-funded-respire-2.html"" target=""_self"">RESPIRE2</a> fellows have now been selected.</p>
<p>ERS offers a wide and ever expanding portfolio of fellowship programmes for early stage scientists: <a href=""fellowships"" target=""_blank"">visit the webpage</a> to find out more.</p>";50;17.11.2015 10:14
5153;Antibiotic awareness;antibiotic-awareness;"<p><img src=""images/stories/EAAD_logo.png"" alt=""EAAD logo"" style=""margin: 10px; float: right;"" height=""93"" width=""200"" /></p>
<p>Antibiotic-resistant bacteria present a growing public health problem and related infections have become an everyday occurrence in hospitals. A study, published in <a href=""http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00424-7/abstract"" target=""_blank""><em>The Lancet Infectious Diseases</em></a>&nbsp;on 18 November, 2015,&nbsp;showed that a new plasmid-based gene that enables bacteria to be highly resistant to polymyxins, a last line of antibiotic defence, is widespread in Enterobacteriaceae taken from pigs and patients in south China.</p>
";50;17.11.2015 16:13
5156;Gene therapy: A promising candidate for cystic fibrosis treatment;gene-therapy-a-promising-candidate-for-cystic-fibrosis-treatment;"<p><img src=""images/stories/shutterstock_187967735.jpg"" width=""150"" height=""100"" alt=""DNA double helix"" style=""margin: 10px; float: right;"" /></p>
<p>A new study has achieved positive gene therapy treatment results for cystic fibrosis (CF) in mice and in cell cultures derived from human CF patients.</p>
<p>CF is caused by mutations in the CFTR gene that cause dysfunctions in the channels through which chloride ions and water flow out of cells causing a buildup of thick mucus. The study, published in the <em>American Journal of Respiratory and Critical Care Medicine</em>, explored the use of an adeno-associated virus-(rAAV) based gene therapy to restore chloride and fluid secretion in intestinal organoids derived from CF subjects and a CF mouse model.</p>
<p>The research team engineered a rAAV vector by inserting a truncated CFTR gene into the genome of a recombinant AAV viral vector combined with a short promoter (CMV173) and this was administered to the mice via their airways.</p>
<p>Co-author Professor Zeger Debyser said that following the treatment, ""most of the CF mice recovered. In the patient-derived cell cultures, chloride and fluid transport were restored"".</p>
<p>Further research is needed into whether repeat doses are necessary. The development of any treatment to the point where it could be ready for use in humans could take years. However, the results suggest that gene therapy is a promising candidate for CF treatments.</p>
<ul>
<li><a href=""http://www.atsjournals.org/doi/abs/10.1164/rccm.201505-0914OC#.Vk2RMnli-Um"" target=""_blank"">Read the paper</a></li>
</ul>
<p>&nbsp;</p>";50;19.11.2015 09:05
5165;The Stop TB Partnership warns of insufficient funding to tackle tuberculosis;the-stop-tb-partnership-warns-of-insufficient-funding-to-tackle-tuberculosis;"<p><img src=""images/stories/Pneumonia.jpg"" width=""300"" height=""300"" alt=""Pneumonia"" style=""margin: 10px; float: right;"" />The Stop TB Partnership, an organisation created by the World Health Assembly in 2000 and whose membership includes WHO and the Forum of International Respiratory Societies (FIRS), has said that, to achieve the Sustainable Development Goal of ending tuberculosis (TB) by 2030, an investment package of US$56 billion is needed between 2016 and 2020 and a further US$9 billion is needed for research and development programmes.</p>
<p>TB rates have dropped by 1.5% each year over the past 15 years, but the infection still kills around 1.5 million people annually, figures the World Health Organization (WHO) has described as ‘unacceptable’ for a curable disease.<sup style=""font-size: 12.16px; line-height: 1.3em;""><a href=""#A1"" style=""font-size: 12.16px; line-height: 1.3em;"">1</a></sup>&nbsp;</p>
<p>The WHO End TB Targets aim to reduce TB incidence to a global average of 10 new cases per 100,000, or less, by 2035. This would mean decreasing TB incidence by 10% each year and an end to the disease’s status as a public health threat. <br />This year, there has been a US$1.8 billion shortfall in the US$8 billion needed to fund interventions and, in 2014, over a third of the 9.6 million people who developed TB were not reported to the authorities.<sup style=""font-size: 12.16px; line-height: 1.3em;""><a href=""#A2"" style=""font-size: 12.16px; line-height: 1.3em;"">2</a></sup></p>
<p><span style=""font-size: 12.16px; line-height: 15.808px;"">The key message of the&nbsp;<span style=""font-size: 12.16px; line-height: 15.808px;"">Stop TB Partnership’s&nbsp;</span><a target=""_blank"" href=""http://www.stoptb.org/assets/documents/global/plan/GlobalPlanToEndTB_TheParadigmShift_2016-2020_StopTBPartnership.pdf"" style=""font-size: 12.16px; line-height: 15.808px;"">Global Plan to End TB</a> plan is that there should be a ‘paradigm shift’ in the approach to TB strategy if we are to achieve the targets set out in the&nbsp;<a target=""_blank"" href=""http://www.who.int/tb/strategy/end-tb/en/"" style=""font-size: 12.16px; line-height: 15.808px;"">WHO End TB Strategy</a><span style=""font-size: 12.16px; line-height: 15.808px;"">&nbsp;released at the end of October.&nbsp;</span></span>The main goals outlined in the plan are to:</p>
<ul>
<li>Diagnose and treat 90% of all people with TB</li>
<li>Ensure that the above 90% includes 90% of the most vulnerable populations in all countries.</li>
<li>Ensure 90% of people diagnosed, successfully complete treatment.</li>
</ul>
<p>ERS supports innovation in the global TB response and at the ERS International Congress 2015, Amsterdam, ERS and WHO launched an <a target=""_blank"" href=""http://www.who.int/tb/publications/digitalhealth-TB-agenda/en/"">Agenda for action</a> on digital health for the end TB strategy which highlights strategic directions to integrate digital health into TB prevention and care.</p>
<p>ERS and WHO also help to improve the clinical management of complex and difficult-to-treat TB cases by providing physicians with online assistance from more than 40 internationally recognised experts through the <a target=""_blank"" href=""https://www.tbconsilium.org/"">TB Consilium.</a></p>
<p>High level politicians from around the world are expected to endorse the Stop TB Partnership’s Global Plan at the 46th Union World Conference in early December.</p>
<ul>
<li><a target=""_blank"" href=""http://www.stoptb.org/assets/documents/global/plan/GlobalPlanToEndTB_TheParadigmShift_2016-2020_StopTBPartnership.pdf"">Global Plan to End TB</a></li>
<li><a target=""_blank"" href=""http://www.who.int/tb/strategy/end-tb/en/"">WHO End TB Strategy</a></li>
<li><a target=""_blank"" href=""https://www.tbconsilium.org/"">ERS/WHO - TB Consilium</a></li>
</ul>
<p>&nbsp;</p>

<p>&nbsp;</p>
<p><a name=""A1""><sup>1 </sup></a><a target=""_blank"" href=""http://www.who.int/mediacentre/news/releases/2015/tuberculosis-mortality/en/"">Tuberculosis mortality nearly halved since 1990, WHO</a></p>
<p><a name=""A2""><sup>2 </sup></a><a target=""_blank"" href=""http://www.thelancet.com/journals/laninf/article/PIIS1473-3099(15)00431-4/fulltext"">Tuberculosis reaches new milestones, good and bad, The Lancet Infectious Diseases</a>.</p>";50;25.11.2015 13:47
5166;Vitamin D does not reduce colds in asthma patients;vitamin-d-does-not-reduce-colds-in-asthma-patients;"<p><img src=""images/stories/sneezing_lady_cold_shutterstock_2.jpg"" width=""300"" height=""200"" alt=""sneezing lady cold shutterstock 2"" style=""margin: 10px; float: right;"" />Vitamin D supplements do not reduce the number of or severity of colds in asthma patients, according to a new study published in the <em>American Journal of Respiratory and Critical Care Medicine</em>.</p>
<p>In a randomised controlled trial of 408 adults with mild-to-moderate asthma undergoing inhaled corticosteroid (ICS) tapering and whose vitamin D levels were insufficient or deficient, participants were given either a vitamin D supplement or a placebo for 28 weeks. The study aimed to test the hypothesis that vitamin D might increase the positive effect of the ICS.</p>
<p>82% of those who received the supplements achieved vitamin D sufficiency within 12 weeks. However, this made no difference in the number of colds they experienced or how severe their colds were. In addition, African Americans in the group who received the supplements actually experienced more colds than African Americans in the placebo group.</p>
<p>The results were unexpected for the team from the University of Wisconsin who had previously published research showing a 40% reduction in asthma exacerbations when vitamin-D deficient patients took supplements to achieve normal levels. <br />Loren C. Denlinger, associate professor of medicine at the University of Wisconsin, said: “Other studies of vitamin D and colds have produced mixed results. Most of those studies were conducted among healthy patients. We wanted to ask the same question of a patient population in which the impact of a cold carries greater risk.”</p>
<p>There are other reasons to recommend vitamin D supplements for asthma patients but Denlinger said, “we can’t recommend vitamin D for the prevention of colds.”</p>
<p><a href=""http://www.atsjournals.org/doi/abs/10.1164/rccm.201506-1169OC#.VlXuxHli-Uk"" target=""_blank"">Read the full study in the American Journal of Respiratory and Critical Care Medicine.</a></p>";50;25.11.2015 14:26
